formula,disorder
O10000Ni10000As10000Ce10000,0
N10000O191Al191Si7452,1
O10000P2000Mo2000,0
Sr10000Sb10000Pt10000,0
Li10000B20000C20000,1
C10000N20000Bi6667,0
Al10000S40000Cu20000Ga10000,1
O10000Co2593Ga4709,1
Ge10000Ba2400,2
H10000B1429N1429Mg714,0
O10000Ca1333Ti1667Cr1667La2000,1
F10000K1000Y3000,2
Mn10000Pd20000In10000,2
Mg10000P20000Ni66667,0
H10000O275714Ca57143Ti95238Sr38095,1
O10000V3846Cs1538,0
S10000Ga2000Cd2000Ba5000,0
H10000N3333O2500Cl3333Zn833,0
S10000Zn667Ga4000Pb3333,0
Ho10000Pb6000,0
O10000Mg2254Al4882Mn22Fe321Zn18,1
S10000Fe5000Ni3450Cu1550,1
O10000Ca1193Mn3333La2140,1
C10000O10000Si625Fe2500,0
Sb10000Yb10000Ir10000,0
Ga10000As10000Cd1111Te1111,1
Al10000Ru10000U10000,0
O10000Nb3636Cs1818,0
Rh10000Hg20000,0
Li10000O200000Na6667Nb66667La16667,1
Li10000N11628Mn13256,1
H10000O135714F1429Na9029Mg13714Al15886Si36800K114Ca6400Ti229Fe8114,1
O10000Ca1717V858Fe3308Bi783,1
Si10000P4696Te2348,1
H10000Sn15000Eu25000,0
O10000Cu4208Ba958La1595,1
Li10000O26455Co2737Ni10489,1
O10000Al2667Sr4000Y1293Sm40,1
O10000Na2727Co1818As2727,1
Pd10000Sn2333Sb2333,1
Al10000Fe2500Pr1250,0
B10000O35000K10000U5000,0
Mg10000S133333Cu2100Zr66667,1
H10000C5000O25000Mg300Ni9700,1
O10000Ca1000Sr3333Bi2333,1
H10000O25000P5000K5000Mn5000,0
O10000Al2222Gd4267Tb178,1
O10000Mg2350Si3333Ca983,1
O10000Na1667Al2292Si2708Ar1042Cs625,1
O10000P1250K833As1250Zr1667,1
As10000Se6667U16667,1
I10000W3191,0
H10000C1000N4000O4000S1500Cu500,0
O10000F909Na491Mg2295Al273Si3373Ca759,1
O10000Cu4651Y1550Ba3101,1
O10000Cu10000Te10000Pb200Bi9800,1
S10000Eu8100Tb1900,1
P10000Sr3333,0
O10000Ce2002Bi3993,1
P10000Cd714Sn714,0
Se10000Nb4000Pd1774,1
Mn10000Fe10000Ge20000La10000,1
O10000P10000Br30000,0
O10000Cr2857Ba1429,0
O10000Ca936Cu2924Se365Sr2924Y526Hg1096,1
H10000B8547O88165F154Na1368Mg7749Al16040Si16952K28Ca969Ti114V1425Cr456Fe9,1
O10000Zn2500Ga5000,2
Cl10000Cu200000I190000,1
S10000Ga2857Ge1429Eu2857,0
O10000K508Nb3383Ba1158,1
Si10000Ti20000Fe210000Gd20000,1
Zn10000Ir1000U500,0
Li10000Ge5000Au5000,0
O10000Fe5000Ni1250Cu1250,1
B10000O106200Ge4000Tb45000Pb16000,1
O10000Al316Fe6000Ba526,1
O10000Mg129Al5047K982Ga1029,1
Dy10000Th10000,0
Co10000In80000Er20000,0
H10000Li11306O41237Zr3093La10137Ta3780,1
O10000Mg2500Al1000Fe4000,1
O10000Cr1667Sr3167Mo1667La167,1
O10000As13333Pr15000Au7917,1
Se10000Cs3333Au3333,0
H10000B2500N2500O20000P5000Zn2500,2
O10000Nb2500Nd2500,0
Na10000P32967Ga10989Eu22473,1
Fe10000Te1500000Bi990000,1
Li10000Ge5455,0
S10000V4500Cr500Ni2500,1
Si10000Ce8333Nd8333,1
Al10000Os10000,0
C10000S8000Cl8000Au2000,0
F10000Na2857Al1429Co1429,0
O10000P2000Ti2000Rb1540Tl460,1
O10000Fe2924Sr3947La439,1
O10000Ru2500Ba3333Tb833,0
Pd10000In5000La10000,0
Cl10000Ga2500Bi4167,0
C10000Co1000000,1
Ni10000Ga16667Hf13333,1
O10000Mn3333Sr1667Nd833Sm833,1
S10000Sb10000Sm20000,1
O10000Mn1690Fe4848Zn568,1
O10000Si498Mn2Bi6000,1
Mg10000Ru10000Ce40000,0
B10000N1538,0
O10000Na1250P2500Ti1250Sb250,1
O10000I2500Gd2500Bi5000,0
H10000O23333V3333U3333,0
B10000O160000Na50000S40000,0
H10000C3333O16667Na1111Ni4444,0
F10000K1429Pd1429Hf1429,0
Al10000Zr10000Pd20000,0
Al10000Ni37547La9245,1
Cr10000Se22222Cd5556Sn1111,1
S10000Fe2500Br2500Ba7500,0
Br10000Cs2000Ba4000,0
O10000Ni50Cu2450Sr375La4625,1
O10000Ge1667Te1667Cs3333,1
O10000Ca2215Cu4119Ba1560La905,1
W10000Re2500,1
O10000Co1111Sr3333Sb2222,1
N10000Al3333Si3333Ca463Sr2870,1
H10000B5000C5000N5000,1
O10000Co2864Ni716Ba1790Nd1790,1
O10000Ni1667Nd3333Ir1667,0
C10000N10000S16000K12000Mo6000Re6000,1
Cr10000Ni40000Sb50000,1
O10000Co2500Sr3750Nd1250,1
H10000C2222N2222O6111Cu556Pt556,1
O10000Na1000Sr2333Nb3333,1
Rh10000Sn30000Tb8333,1
O10000P3125Fe1250Cs625,0
V10000Co15833Pd15833,1
O10000Cu4286Y857Ba2857Gd571,1
O10000Ca214Cu4286Y1214Ba2714Nd143,1
Ge10000Ba5000Au25000,0
Sb10000La5000Au5000,0
Li10000Ge10408Zr40816,1
Ni10000Sn200000Lu100000,1
F10000P10000Mn10000Sr10000,0
Te10000U5833,2
H10000Li400O160000Mg2800Al59233Si25567Fe11133Zn667,1
H10000N3750O2500P1250,0
O10000Na2500Ti1667Nb1667Dy833,1
O10000Ca833Fe3333Cu2417,1
H10000Li10385O179231F5538Na14692Mg11308Al769Si61538K1000Ca846Ti923Mn923Fe15846Zn3077,1
O10000Mg1000Si3200K667Zn667Ge800,1
Ir10000Cm5000,0
Se10000Rb2500Sb5000,0
F10000Ca714Fe1429Cu714Ba1429,0
F10000La952Au2381,0
H10000C3000N1000O9000Si167Cu333Mo312W1688,1
In10000Dy2500Pt10000,0
O10000Si2000Ca1380V2000Nd620,1
S10000Br12500Hg15000Tl2500,0
H10000Li5000B10000O22500,0
Ti10000Fe2500,1
Fe10000Ge10000La5000,0
O10000Ti867Cr2467Ba867La2467,1
Fe10000Sb20000Gd10000,0
O10000Al3333Si833Ba833Ce50Lu1617,1
Mg10000Cu20000Y20000,0
H10000O120000Na500Mg22950Al1150Si39600Ca8400Fe2400,1
O10000Ce4913Sm116,1
Al10000Ca7750Sb30000Yb17250,1
Bi10000Am10000,0
H10000O15000P2500Zn3750,0
Si10000Ni10000Dy10000,0
Li10000F20000In3333,1
H10000C10000O20000Na5000Co2500,0
H10000B1667C6667N3333F8333Cr1667,0
Al10000Gd1833Dy1500,1
Se10000Ba3333Ta3333,0
Fe10000Co1111As11111Ba5556,1
O10000Na2233Ti3333Th1100,1
S10000Cr5000Dy1667,1
Sb10000Te10000Os10000,0
O10000Mn2500As2500Ag1242,1
O10000Al577Si1731La3781,1
Si10000Sc10000Ce10000,2
S10000Mn2350Bi5100,1
O10000Al1000Mn2333Sr1100La1900Nd333,1
O10000Na500Si4000K500Ca500Th500,1
P10000Sr5000Pt30000,0
B10000C40000Cr115000Mn76667,1
O10000Zn1667Sr2333Ba1000W1667,1
Li10000O22727Mg1136Ni10455,1
Fe10000Ce1000Re2000,1
Co10000In50000Sm10000,0
O10000Cu625Zn1875W2500,1
O10000Si2125P325Y325Zr2175,1
O10000Al868Ca793Cu3623Ba2201La1497,1
O10000V3571Tl2143,0
Si10000Nd4000Os6000,1
Sc10000Bi10000,0
Si10000Fe10000Ni30000Sm7500Tb2500,1
S10000Co11670Ni3330Sn10000,1
O10000Si4000Ge1000,1
Si10000Lu10000Pt10000,0
O10000Al1667Si2500Ca2500,0
O10000F50000K30000Hf10000,1
Si10000Co45000Th5000,0
C10000Cl180000Cs20000Lu70000,0
V10000Re10000,1
O10000Al2500Si2500Ag2404,1
O10000Mn741In2963Ba3704,1
C10000N10000S10000Cs3333Hg3333,0
O10000Fe1186Co4529Y1429Ba1429,1
Ga10000Ce1224Pt4082,1
H10000C4167N2083O3750S1250La417Pt417,1
Li10000O40000F10000Si10000Sr20000,0
O10000Na3000Ca333Ti333Ta3000,1
O10000Fe3333Y233Bi3100,1
Si10000Fe5000Rh5000La5000,1
O10000Cu1720Ta3333,1
H10000O185000Ti10000I60000Ba10000,1
O10000F23333P3333Co6667Ba6667,0
N10000O60000Te10000Eu10000,0
H10000C2667N667O6222Ge2444,0
Al10000Cu3333Ge6667Tb10000,0
Ni10000Ga5000Ta5000,0
Br10000La50000Bi30000,0
B10000Ta15000,0
O10000S1429Te1429Th1429,0
O10000Ti2000Rb1000Nb1000Nd2000,1
O10000Ge3077Ba1538Dy1538,0
O10000Na2500P2500Ti1667,1
O10000Te5000,0
C10000Ti34444Cd10000,1
O10000Y70Nb70Mo1220W1210Pb2430,1
N10000Ta8000,0
S10000Ca2500In2500Yb2500,0
Ho10000Ir6667,0
Mn10000Ga5000Ge5000Gd10000,1
H10000C10000N13333O20000Rb3333,0
Ti10000Ge10000Er10000,0
Li10000O240000Sr40000Ru80000,1
H10000O13750K625V3125Co625,0
O10000K13333Zn3333,0
O10000Ca3214V2500Tm357,1
O10000Sn3200Ba3333Ta133,1
Zn10000Sr2486Pt3256,1
As10000Sr11818Nb909,1
H10000O12500P2500Mn1250,0
H10000C6667O11667Na3333,0
Cl10000Mn3333Tl3333,0
Li10000O111111Na3704Si44444K3704Zr7407,1
Li10000O120000P40000La5000Pr5000,1
Fe10000Se10000Cs5000,0
O10000F833P2500Ca1875Pb2292,1
O10000Cr2500Cs1250La1250,0
O10000Zr4200Ce800,1
Sb10000Th2500U2500,1
O10000Cu2857La4571Nd1143,1
B10000N22500La12500,0
Be10000B56667Hf33333,1
Zn10000As10000Ba5000,0
Ga10000Nb15000,0
O10000F8248Ti6563Cs3321,1
Si10000Mn30000Co27273,1
O10000S20000Mn5000Cu26020Sr10000,1
O10000Y5300Gd1367,1
Al10000Fe46667Ho6667,1
N10000O30000Na3333Rb6667,0
Se10000La6667,1
O10000Mn3333Sr1833Pr1500,1
F10000Cl35000Sn15000Cs15000,0
O10000Mn3303Ba1090La1123Gd1090,1
Br10000Sm4545,0
O10000Al896Si4156Ca33Ba346,1
O10000Ti2500La625Bi2708,1
P10000Se45000Rb20000,0
Cu10000Sb20000Tb10000,0
Al10000Fe75000Tm10000,0
Si10000Pr2727Pt20909,0
Si10000P30000Pr10000,0
O10000Ru2222Ba3333Eu1111,0
O10000S7500Nb2500Sm7500,0
O10000Rb2857Pb5714,0
S10000Sb4444Sm3333,0
O10000Fe1429Sb1429Yb2857,1
B10000Al716,1
Li10000B10417C31250,1
Ni10000Se1500Te6833,1
Si10000Cr10000Er5000,0
Se10000Pb2500Bi5000,1
H10000C90909O550455Na90909Si45455Ti45455Ce90909,1
O10000Na3350Mn5000,1
Cr10000Se70000Dy40000,1
O10000Ta3875W105,1
P10000Cu12800Yb5000,1
O10000Ni5000Mo417Te1250,1
O10000Al1500P2500Co1000,1
B10000C6667Nb13333,0
O10000Fe627W2417Bi1205,1
Ru10000Dy17600,0
H10000Li10625O693125F56875Na1875Mg6250Al118281Si183906K59375Ti1250Fe117812Rb1250,1
S10000Se3393Sb8929,1
O10000Al1071K1429Cr357As2857,1
O10000P2857Fe1029Cd1471,1
Zn10000Nb3333,0
H10000N5132O7895K132,1
O10000Mn9010Fe990,1
Li10000O26667Ni16667,1
O10000Cu1818Sn1818Ba1818La1818,1
H10000O8000P3000Cl1000U1000,0
O10000Mg788P2500Cu2962,1
Be10000O200000Na1900Mg2250Al4800Si45200Ca17700Ti5400Mn400Fe51450Nb700Sn200,1
O10000Na10000K2500Ga2500,0
O10000Sr5000Rh1667Tb1667,0
Li10000O15000Mn2700Sb2300,1
Li10000P10000Se40000Eu10000,0
B10000P5000Mn25000,0
O10000P5000Zr15000,0
O10000P2500Mn2500Ba833,0
H10000N625O3750Mg625Cl1875,0
O10000Sc1250V1250Se2500,0
O10000Cu2500Sr275La4725,1
O10000Cu2500Sr2312Ru1250Ba188Gd1250,1
H10000O168249F101Na16869Mg9428Al3367P40404K2795Ca3064Mn3434Fe30909Sr34,1
Ga10000Pd1429Ce2857,1
B10000Os15000Pu5000,0
S10000In6732,1
O10000K2222As2222U1111,0
O10000Ru3333La3333,0
Fe10000Sn8083Er1353,1
N10000In10000Ba21111,0
O10000Mg2000Mo3750,1
Mg10000P40000Co60000,0
Co10000Ge20000Y10000,0
Br10000Pd2500I5000Cs5000,0
O10000Cr2500Sr3750,0
Sn10000Ce5939Pt12121,1
O10000Fe1530Nb1643Bi2494,1
O10000F909Na909Mg2273Si3636Ca455,1
O10000Cl2500Tb2500Bi5000,0
N10000O90000Al10000P30000K30000,0
Li10000Ge10000Sb10000Te30303,1
Cu10000Se15038Y6767,1
N10000Al10000Ce30000,0
O10000Cu3429Ba1518Ce743Nd2311,1
Si10000Ni6667Ce16667,1
O10000Ti733Fe2600La2633Pb700,1
F10000Zr2000La667,1
Ni10000Ge20000In5000Tm20000,0
Si10000Sb7621Gd22026,1
O10000Fe667Nb2667Ba1333Sm667,1
O10000Co1429As2857Ba1429,0
N10000O1111Si7833,1
Tc10000Er5000,0
Si10000Mn6000Ho4000,0
O10000S1818Cd909I909Bi909,0
Ni10000Sn48Gd2010,1
O10000Si3333Ca1667Fe1667,2
Li10000O154242Na15707Si51414Fe25707,1
H10000Ti8772As8772La8772,1
Mn10000Ga97143Eu35714,1
F10000Al3333,0
Zr10000Pd10000,0
Ni10000Ga20000Nd10000,0
Lu10000Pt30000,0
Ge10000Eu2308Os3077,0
Al10000Ti6413Co5326,1
O10000Mg1875P2500Zn1875,1
Zn10000Nd2197,1
Al10000Y400Pd10000Ce9600,1
O10000F15000Nb10000,0
Li10000P5556S22222Nd2222,1
Co10000Zr6135Mo2270,1
O10000Ca1143Cu2857Sr2857Y286Sn286Tl571Pb571,1
O10000Na4286Si2857Sc1429,0
Na10000Cl16720K6720,1
Ge10000Dy3509,1
O10000S2500Rh1250Tl1250,0
Yb10000Au30000,0
O10000Mn1429Co1429Sr2857La1429,1
C10000N23333Ce10000,0
Cu10000Gd10000,0
Pd10000Sn5000Tb5000,0
N10000O15000Hf25000,1
P10000Ti11299As46497La33898,1
Th10000Pu6667,1
H10000Li5000O20000P5000,0
O10000Cl3333Sr1667,0
Li10000O115000P20000U20000,1
N10000O7500K15000W5000,2
Rh10000Am3333,0
S10000V5000Se10000Tl15000,1
S10000Se6007Mo12637In3429,1
Ge10000Ru10000La15000,0
H10000C3750N1250O3750F3750S1250,1
O10000Na5000S2500Cl2500Zn1250,0
Si10000Ca10000Ba10000,0
S10000Fe725Cu5000Zn825Cd925Sn2500,1
O10000Sc1667Sr3333Ru1667,0
Co10000Te10000Ta5000,0
N10000O20000Rb1667Pd2500Ag3333,0
Al10000Fe7857Y2101,1
Sn10000Pt10000,0
H10000Li2422B8499O86487F1331Na1813Al23074Si16997,1
O10000Ca375Cu2500La4625,1
H10000C3333N6667Cr556Co556,0
Li10000Sb10000Te20000,1
N10000Si15000Cl60000W5000,1
O10000Ca833Mn3333La2500,1
Co10000Ge10000Ba5000,0
Li10000O60000Ca10000Te10000Pr10000,1
Ge10000Sr1799,1
Al10000Mn9906Nd1663,1
O10000Mg1000Ni1500Ga5000,1
Si10000Ni3333Nd10000,1
Ge10000La2500Ce2500,1
Li10000N150000Al40000Ca40000Ge60000,1
Sc10000Ge10000Ir10000,0
C10000Fe85000Ho10000,1
Li10000N231000O63200Al55600Si142700Sr34300Eu1500,1
H10000N2500O12500Nd833,0
O10000V2308Cu3846Tl769,0
Zn10000Pr10638Pt11170,1
S10000Se6667Cd16667,1
H10000O60000Pr20000Ta10000,0
O10000Ca2000Mn3333La1333,1
Li10000Zn26484,1
O10000Na2755Mn3540Ni1460,1
O10000Fe6316Sr368La158,1
Ca10000Fe22500As20000Pt7500,1
O10000Mg650Si2500Fe4350,1
Co10000Nb1628,1
S10000Br2500Re7500,0
N10000O20000K3333Cd3333,0
Sb10000Bk10000,0
Ti10000Fe346Ni11201,1
Mg10000Sb15556La8889,1
O10000Na1633Si3333Sc1667Mn17Eu17,1
Si10000V11867Ta4800,1
V10000Ni142857Sb132857,1
Li10000B40000O70000K10000,0
C10000O56423Cu11429In1429Ba22857,1
H10000O40000S10000Rb10000,2
Al10000Ti1000La500,0
O10000Al3620Si2000Mn320Fe60,1
O10000Na1225Mo2500La650Gd625,1
O10000Ca2421Cu3850Ba2421Hg993,1
O10000Fe3636Sr909Sn1818,1
Cr10000Co10000,1
O10000Na2500Ti2500Rb7500,0
C10000Ti20000Sn10000,0
O10000P2500Fe833Cd833Sn833,1
Pd10000Sn1111,1
Cl10000Cu5556Rb4444,0
Al10000Si1288Gd1250Au4962,1
O10000Ti1586Zr1271Nd2857,1
Mg10000Si5556Mn1111,1
Si10000Mn7000Fe3000Nd5000,1
O10000P1667Rb1667Mo1667,0
Zn10000Ga10000Se70000La30000,1
H10000B3750Na1250,0
Se10000Th6667,0
C10000O30000F10000Co5000Ba10000,0
B10000Mg10000P4600Rh25000,1
Co10000Cu4286Y1429Pr1429,1
O10000Cr2500Tl5000,0
O10000K1250Ru5000,0
O10000Si688Ti1874La678Bi2738,1
Ni10000In10000Ho10000,2
O10000Fe4125Ga3375,1
H10000Li300O160000Mg2967Al59967Si24933Fe11467Zn267,1
H10000C60000O60000Co10000Ru10000,0
H10000C3333O11667K1667Co833,0
O10000Cr5000Cu250Cd2250,1
S10000Cu3333Sr3333Ho3333,0
B10000Rh30612Tm10204,1
P10000Fe16667Yb3333,0
O10000Fe1696Co1696Sr760La2709,1
S10000As5015Ag432Sb129Tl728Pb1689,1
S10000Ga5000Hg2500,0
H10000Li1250O5000Cl2500Ru417,0
Ga10000Yb8571Ir7143,0
N10000S10000Cl50000Sb10000,0
O10000Cu1875Sr1250La3750Ir625,1
O10000Ca1092Mn3361La2185,1
C10000O30000F10000Na15000Y5000,1
Be10000F40000Cs20000,0
C10000N11517Fe1667Cs3500,1
N10000Ca5000Sr2500W2500,0
Zn10000Br20000,0
O10000Cu2733Zn600Mo2222,1
C10000Al20000Nb30000,0
H10000O12500F1250Mg85S625Ca2565Mn2225Cu125,1
B10000O17500Ag10000I5000,0
O10000Fe1009W2021Bi1618,1
Cl10000Sb1250I3750,0
O10000Nb460000Mo30000,1
S10000Cu1249As408Se3189Ag17494Sb1990,1
O10000Na1383Mn1808Mo2500,1
Si10000Ni6667U3333,1
P10000Ca30000I30000,0
S10000Cu4357Br7544Bi7749,1
Br10000Sb30000La50000,0
Si10000Tb5000,0
Cd10000Sb40000I60000Hg60000,1
O10000Mn3378Ba3378,1
O10000Cu2000Sr3000Ru500La2000,1
F10000As1667Se5000Br5000,1
O10000Al1960Si2000Cr2040,1
Li10000N10000U5000,0
Er10000Au10000,0
O10000Na10000Rb10000,0
O10000Cl1250Cu2500Sr2850Ta1250Pb2150,1
As10000Pd10000Sb10000,1
O10000Sr1103Pr8Ta2222Bi2222,1
N10000Ti2564Fe59707Nd7326,1
F10000Zn10000Sr10000Sb10000,0
S10000V5000Fe1667,1
Li10000O180556Ti73333Ba27778,1
C10000Fe70000Ga15000Gd10000,1
O10000Y2000Tm4667,1
S10000Cu3250Ta5000,1
In10000Ce2727Pt909,0
H10000O24000Al2000As6000Cs2000,0
O10000Fe500Sn4500,1
Zr10000Pd30000,0
Cl10000K3260Eu2740,1
Fe10000Co188000As100000,1
Ni10000As7273,2
Na10000Se20000Sb10000,1
O10000Ca333Mn3333Nd2833,1
C10000O30000F5000K5000Ba10000,1
O10000Cu4386Y1462Ba2924,1
P10000Sm5769Ir12500,1
Se10000Te3333Cs3333,0
C10000N1250O6667Zr1250,1
Se10000Rh1286U3857,1
B10000Rh54545Ce18182,1
O10000Co173Cu4156Y1443Ba2886,1
O10000Mn3100Cu233Sr833La2333Nd167,1
O10000V2500Cu2500Ag2500,0
Si10000Ga3510Sr2349,1
Si10000Sr10000Pd10000,0
Si10000Nb10000Hf10000,1
Li10000O80000P20000Ti10000Fe3333,1
O10000Cl333Pr2777W2000,1
O10000Ti1323Cu1323Sr3968La1323,1
Ni10000Sb10000Sm10000,1
O10000Ca4167V2500Br833,0
Si10000Pd20000Pr10000,0
Ti10000Ni44776Nb4925,1
Cr10000Fe3343Cu6823Se26905,1
Cl10000Dy4545,0
S10000Ni2500Mo7500,1
H10000O50000Mg15000S10000,1
O10000Ru833Sb833Ba3333La1667,1
H10000O60000Mg3500Si20000Fe11500,1
H10000B1667O18333P3333K1667Mn1667,0
H10000N3333O16667Cd3333,0
S10000Cl7500Br2500Hg15000,1
Be10000Au20000,0
Pd10000Sn13514Au8378,1
H10000O14286F4286P2857Ga2857,0
Cr10000Fe4925Ga14925,1
Fe10000Ni40000Sm10000,1
O10000Mn3135La3135,0
S10000Ge2500La2200Dy1133,1
Co10000Ge10000Y5000,0
H10000B3000O10250Na1000Ca250,0
O10000Cu2457Ba4914Hg2300,1
O10000P2500Br1269Cd4018,1
Ag10000Pt3333,0
O10000Ni2222Sr2222Sm2222Tl1111,1
Co10000Ge20000Dy20000,0
Ga10000Sb20000Sm10000,2
C10000Tm6667,0
O10000Ti1800Zr1533Pb3033,1
Na10000Se10000Sn2500,0
S10000Rb5000Y5000,0
O10000Sc1667Se3333Sr833,0
H10000C4167N833S3333Cu833,0
O10000Na1250P2500K2500Sb1250,0
Li10000O6667Si1667Cl3333,1
B10000Tb5000,0
B10000Ni10000Y5000,0
P10000S100000K10000Nb20000,0
Al10000Zr10000Mo40000,1
N10000Fe58419Nd6873,1
Mg10000In20000Te40000,1
H10000B2500Pr833,0
Si10000K10000Se40000Pr10000,0
O10000Mg1300Si3333Ca300Fe1733,1
O10000Ti3153Fe153Sr1667Ba1667,1
Te10000Ta2500Os2500,0
S10000Co2460Zn7540,1
O10000Ti3000Fe670La2000,1
C10000Ce2500Er2500,1
Ge10000Sn19762La26786,1
O10000Fe3333Dy200Bi3133,1
Si10000Co22500Pr2500,0
O10000Mg1250Fe5000Cu1250,1
O10000Na38Al2112Si2862Sr1050,1
Ni10000Cu23333Zr33333,1
P10000Co15000Tb5000,0
Ge10000Sb10000Te25000,2
C10000O9375S1875Co3750,0
Mn10000Cu20408Ga10408Se40816,1
As10000In3333Ba10000,0
Li10000O46667P16667,0
O10000Na3750P2500La562Ce688,1
O10000Cu500Sr4400Ru2000La600,1
Al10000Sr2500Pt3750,0
H10000B7500,0
O10000Mg2500Sc2500Fe2500,1
Li10000O60000S15000Mn10000,0
O10000F17500Er12500,1
O10000Mg4635Si2500Fe362,1
H10000O120000Na4700Mg18500Al14300Si30500K50Ca8850Cr150Fe2550,1
Rh10000Bk3333,0
Cu10000Se7143Tl3571,0
H10000Na10000S10000,1
S10000Cr2162Mo7500,1
Se10000Ho5000Tl5000,0
O10000P10000Pr10000Os10000,0
H10000O62632F526Mg7842Al7579Si13474K5263Fe7947,1
Mg10000Gd5000,0
O10000Mg394Al6076Ag949,1
C10000Sc7500Fe2500,0
Li10000O19493Co1901Ni7466,1
Co10000Sb28470Te680,1
O10000Mn4583Cu1250Nd833,1
C10000O30000Ca5000Sr5000,0
Fe10000Sm1427,1
O10000Cu2514Sr327La4701,1
Si10000P10000Mn20000Co20000,1
P10000Ca5000Cu19000,1
Cr10000Fe4706Sb29412,1
Na10000S29985Ta14993,1
Ca10000Sn20000Ir10000,0
H10000O186960F5040Na7280Mg33200Al18080Si51600K1920Ca14560Ti480Fe640,1
Co10000In10000Ho46667,1
S10000Se30000Cs20000W10000,1
P10000Se25000,0
H10000C6667O15000K1667Y1667,0
O10000Se3333Np1667,0
H10000C1250N6875O10625Pr625,0
O10000Ca667Cr3333Sr2667,1
O10000Cu1662Ba3324Tl3205,1
B10000Co2500Ni62500Y15000,1
Ti10000Ni60000Mo10000,1
O10000Fe9250Co750As10000La10000,1
Li10000O40000Mn15800Ni4200,1
S10000Ag4800Sn3750,1
Al10000Zn7857Yb8929,1
O10000Fe500Zn9500,1
Fe10000Co15000Er2941,1
H10000O5000Cl5000Cu1250Cd1250,0
S10000Zn770Ga4615Ag4615,1
O10000V2500Cu2500Bi1188,1
Ti10000Ge14286Zr4286Gd14286,1
In10000Ho10000Pt20000,0
Ni10000Ge6667Mo16667,1
C10000O8000Co2667,0
O10000Mg3240Si3333Fe90,1
O10000Ni833Ba3333Re1667,1
O10000Mn2766Sr5533,1
Na10000Ge5000Se15000,0
Li10000Tl4000,0
Sb10000Dy5000,0
Al10000Ce5000Th15000,1
Pr10000Th40000,1
O10000Mg4530Si2500Fe470,1
O10000V2250Mo1500,1
Li10000S20000Ir10000,0
Al10000Ti2500Fe17500Lu2500,1
N10000Fe40000W20000,1
Ti10000Ge4520Sb1480,1
Co10000Zr7143Rh4286Sn143Sb14143Hf7143,1
B10000Fe120000Co20000Nd19000Tb1000,1
Be10000Ho769,0
Cl10000Br59231Sb15385Cs23077,1
O10000Mg538Ti4455Cs106Ba588,1
H10000O90000Na14000Mg1500Si20000Ti10500Mn1000Fe3000Sr5500Ba4500,1
Co10000In250Sb30000Ce125,1
Al10000Ge10000Yb5000,0
H10000O10000Eu3333,0
Si10000Ni5000Ce10000Pt5000,1
Ga10000Ag32500Eu5000,1
H10000O22500Si3600Fe8900,1
O10000Si1575Ca2500Ti925Cr1667,1
Al10000Cu5915Ce1326,1
O10000P2500K2500Cu2500,0
Sn10000Dy16667,0
Co10000I120000Ho70000,0
Li10000Pd19197,1
O10000Y2779U2184,1
Mg10000Bi6667,0
Na10000Zn41026Au20513,1
C10000Al34483Ni103448,1
Fe10000Ge1333U1333,0
B10000O30000Al7500Y2500,0
O10000Ca715Cu4288Ba2287La572Nd715,1
H10000B2500Fe35000Sm5000,1
O10000Na5000Cd3333Ir1667,0
Cl10000Cu40000Br30000,1
Ti10000Mo881,1
B10000Al714Ho714,0
Na10000Si2364P9456Eu4184,1
H10000O262727Ca36364Ti90909Sr54545,1
Li10000O200000Ca13333Mn66667La43333,1
B10000Mg10000Ir10000,0
Li10000Al3113S9597,1
Se10000Nb6825Sm675,1
O10000Fe1443Cu2886Sr2886Y361Nd1082,1
K10000Br30000Mo6667,0
H10000Li4804Be9608B78431O460980F9608Mg1275Al7941Si78431Ca80490Ti3922Fe6471Y2451La5784Ce12745Nd7549Th7549U1078,1
O10000Al100Fe3233Tb3333,1
N10000O20000Nb10000Ba10000,1
Ge10000Ir3077Th2308,2
O10000Ni2233Nb1100La3333,1
O10000Ca639Cu2903Sr2903Tb1567Hg697,1
P10000Ni20000Sm5000,0
Li10000O60000Sr30000Ta10000,0
Ge10000Se30000Cs10000,0
S10000Cr925Ni2500In4075,1
O10000Cu5000Br5000Ba10000,0
Li10000O58824Si19608K4902V4706,1
S10000Tm5263,0
Li10000P1667S8090Br1910,1
Na10000Cu3529Ga27353,1
Mn10000Fe1111Cu22222Se44444Sn11111,1
Se10000Th7000U3000,1
O10000Si2500Cl1250Sm3750,0
H10000N1765O7647P1765Cr588,0
B10000Ni25000Y3333,0
In10000Dy10000Au10000,0
Li10000B68182N136364Eu68182,1
O10000S400Cr2100Ba2500,1
P10000Eu5000Os10000,0
O10000Na1000Mg1640V3000Cu360,1
O10000Ca4843Sr1823Pt1667,1
Ru10000Lu5000,0
O10000Cu2360Gd5000,1
B10000N20000Na20000K10000,0
K10000Ge101694Rb8561Au5035,1
I10000Pr10000Pt3333,0
O10000S18000Se2000La10000Bi10000,1
O10000Mg667Co167Ga2500Sr333La3000,1
Fe10000Ge1111,1
Si10000Pd10000Ba10000,0
O10000Si2342Ca2317Fe1500,1
O10000Cl15000Nb2500Pr7500,0
N10000O110000Ag70000,2
O10000Mn5000Pb838,1
K10000Ge10000Se25000,0
O10000Cu2000Se4000,0
S10000As5000Sr2500,1
F10000S15000Sn5000Ba10000,0
